0.1    196354.740686257
0.2    49081.5104841834
0.3    21873.6392849431
0.4    12309.7140605377
0.5    7866.56257159625
0.6    5444.51002172930
0.7    4014.42196055490
0.8    3074.85167291489
0.9    2427.42724335717
1    1963.70394267020
2    491.446323178171
3    221.733613335177
4    129.997209628611
5    90.9873739169079
6    73.7849898798562
7    66.8035471788171
8    66.3749185947191
9    70.1416329035880
10    76.8426281635835
11    86.3477903985706
12    97.4967657300378
13    110.240500269288
14    124.708928241988
15    140.744032427500
16    158.528624832158
17    177.415503559264
18    197.109401109177
19    218.841125906978
20    241.942750051816
25    374.522003722743
30    539.158819255182
35    732.107045700554
40    957.520127792641
45    1211.91669846130
50    1491.09157080540
55    1809.66273447793
60    2151.29799931056
