0.1    16590.4747158358
0.2    4162.95620910946
0.3    1853.25166888894
0.4    1045.52257868928
0.5    667.385231273369
0.6    463.311784352005
0.7    340.417992786421
0.8    261.130769775301
0.9    206.493560035673
1    167.243418053814
2    41.9673566763972
3    19.0049182011772
4    11.1852480999020
5    7.87105908002575
6    6.35299201752295
7    5.75280908978690
8    5.68417629777845
9    5.95009910365060
10    6.48985167047943
11    7.16951345550185
12    8.10387279515367
13    9.11732500576465
14    10.3172305599974
15    11.6429385452189
16    13.0165449808488
17    14.5490938041276
18    16.1797840454363
19    17.9480676696957
20    19.7967452112595
25    30.5588734829159
30    43.7155555099593
35    59.1570414117215
40    77.5840491486671
45    98.3030044830020
50    121.215920427398
55    146.869323748577
60    174.540592617734
