0.1    40364.6175154912
0.2    10154.4736732614
0.3    4511.81569338583
0.4    2539.42631278937
0.5    1625.90700360935
0.6    1130.19795775508
0.7    829.039106298534
0.8    635.697115475478
0.9    502.035914423491
1    406.243046394771
2    101.924304672340
3    46.0995528594532
4    27.1526265341997
5    19.1223493529845
6    15.4847953870139
7    14.0624713307977
8    13.8903598689389
9    14.5959062886265
10    15.9163707336539
11    17.7579353755626
12    19.9589497614041
13    22.5279108269255
14    25.4663288400899
15    28.6791015263497
16    32.1790713527649
17    35.9661300009199
18    39.9724097224656
19    44.3478216843560
20    48.9180357122025
25    75.5792564489475
30    108.210757140483
35    147.042230873862
40    192.136496378292
45    243.507841580787
50    299.901449562915
55    363.269004893402
60    432.001487369175
