0.1    705.194022811369
0.2    177.002975234705
0.3    78.6632246470274
0.4    44.1948077470152
0.5    28.3069779662703
0.6    19.6708961319683
0.7    14.4524287771056
0.8    11.0257687955157
0.9    8.76023595075308
1    7.06062847245415
2    1.78133496654038
3    0.801452109435179
4    0.471920456693531
5    0.331547389818261
6    0.265240347634883
7    0.238984793564033
8    0.234096283214414
9    0.239756454033213
10    0.263623080413827
11    0.292048140796522
12    0.327726948925734
13    0.369673592784065
14    0.416434934290188
15    0.468584474386992
16    0.524767635605245
17    0.585818965764327
18    0.650615424766608
19    0.719280556870885
20    0.797163735312876
25    1.22215128754965
30    1.75702332725309
35    2.38304383103121
40    3.12023592760346
45    3.93153653350601
50    4.85283766233610
55    5.88653977380646
60    6.98921850966165
