#Contacts: Martin Flechl, Steve Sekula, Maria Ubiali, Date: May 6, 2015
#A preliminary version of grid of Santander-matched cross sections in tan beta (0.1-60) and mH+ (200-1000 GeV), sqrt(s)=8 TeV, in units of GeV and picobarn.
#Also given are total uncertainties (PDF, alphas, scale, mb). Numbers are for 2HDM type-II (a la MSSM), but without SQCD corrections.
#The uncertainties at very low tan beta might not be accurate, please use with care and only after discussing with the authors.
mhp tb xsec unc- unc+
500 15 0.00352708 0.00087133 0.00087133 
500 16 0.00394146 0.000977728 0.000977728 
500 17 0.00439579 0.00108628 0.00108628 
500 18 0.00488158 0.00120966 0.00120966 
500 19 0.00539524 0.00133938 0.00133938 
500 20 0.00594828 0.00147521 0.00147521 
500 25 0.00915037 0.00227151 0.00227151 
500 30 0.0130962 0.00323103 0.00323103 
500 35 0.017822 0.00443032 0.00443032 
500 40 0.0232148 0.00575231 0.00575231 
500 45 0.029377 0.00729388 0.00729388 
500 50 0.0362643 0.00900892 0.00900892 
500 55 0.0438684 0.0108946 0.0108946 
500 60 0.0521947 0.0129529 0.0129529 
520 0.1 5.2528 1.25925 1.21958 
520 0.2 1.31189 0.314635 0.304699 
520 0.3 0.583817 0.139894 0.135471 
520 0.4 0.328087 0.0786155 0.0761297 
520 0.5 0.210297 0.0503837 0.048792 
520 0.6 0.145788 0.0349422 0.0338355 
520 0.7 0.107149 0.0256788 0.024866 
520 0.8 0.0820959 0.0196691 0.0190477 
520 0.9 0.0649317 0.0155785 0.0150863 
520 1 0.0525292 0.0125929 0.0121962 
520 2 0.0132028 0.00316447 0.00306481 
520 3 0.00593904 0.00142253 0.00137767 
520 4 0.00347503 0.000832807 0.000806447 
520 5 0.00241013 0.000580357 0.000561851 
520 6 0.0019041 0.000462844 0.000447948 
520 7 0.00167375 0.000406133 0.000392772 
520 8 0.00161245 0.000396749 0.000383569 
520 9 0.00165115 0.000406924 0.000393202 
520 10 0.00176132 0.000434238 0.000419342 
520 11 0.00193363 0.00048383 0.00046722 
520 12 0.00215008 0.000540176 0.00052149 
520 13 0.00240798 0.000602333 0.000581299 
520 14 0.0026974 0.000679422 0.00065577 
520 15 0.00302345 0.000761759 0.000735128 
520 16 0.00338013 0.000851441 0.00082156 
520 17 0.00376743 0.000948469 0.000915068 
520 18 0.00418204 0.00105588 0.00101869 
520 19 0.0046279 0.00116666 0.00112549 
520 20 0.00509687 0.00128328 0.00123787 
520 25 0.00784583 0.00198157 0.00191143 
520 30 0.0112427 0.00281286 0.0027123 
520 35 0.0152545 0.00385121 0.00371472 
520 40 0.0198868 0.0050393 0.00486118 
520 45 0.0251755 0.00634765 0.00612215 
520 50 0.0310625 0.00783993 0.00756099 
520 55 0.0375771 0.00951516 0.00917826 
520 60 0.0447006 0.0112633 0.0108629 
540 0.1 4.51288 1.1178 1.13608 
540 0.2 1.12569 0.27807 0.282648 
540 0.3 0.501593 0.124285 0.126323 
540 0.4 0.282208 0.0700467 0.0711911 
540 0.5 0.180476 0.0448667 0.0455998 
540 0.6 0.12515 0.0308517 0.0313607 
540 0.7 0.0920635 0.0227977 0.0231716 
540 0.8 0.0705182 0.017469 0.0177553 
540 0.9 0.0557169 0.0137991 0.0140251 
540 1 0.045109 0.0111708 0.0113533 
540 2 0.0113318 0.00279599 0.00284177 
540 3 0.00510218 0.00126347 0.00128418 
540 4 0.00298387 0.000740194 0.000752389 
540 5 0.00206578 0.000512539 0.000521056 
540 6 0.00163401 0.000409272 0.000416096 
540 7 0.00143878 0.000363365 0.000369511 
540 8 0.00138088 0.000350672 0.000356721 
540 9 0.00141352 0.00036319 0.000369482 
540 10 0.00151063 0.000387759 0.000394583 
540 11 0.00165539 0.000427913 0.000435511 
540 12 0.00183824 0.000477137 0.000485654 
540 13 0.00206185 0.00053641 0.000546041 
540 14 0.00231184 0.000598664 0.000609553 
540 15 0.00258792 0.000674078 0.000686273 
540 16 0.00289307 0.00075345 0.000767146 
540 17 0.0032288 0.000840359 0.0008557 
540 18 0.00358223 0.000931315 0.000948349 
540 19 0.00396561 0.00103381 0.00105273 
540 20 0.00436669 0.00114035 0.00116121 
540 25 0.00672193 0.00175545 0.00178763 
540 30 0.00962094 0.00251226 0.00255838 
540 35 0.0130712 0.00341231 0.00347499 
540 40 0.0170739 0.00447478 0.00455666 
540 45 0.0215497 0.00561925 0.00572286 
540 50 0.0266217 0.00698146 0.00710927 
540 55 0.0322025 0.00839641 0.00855099 
540 60 0.0383098 0.0100157 0.0101996 
560 0.1 3.88423 0.984812 1.00068 
560 0.2 0.969631 0.244172 0.248151 
560 0.3 0.431848 0.109491 0.11126 
560 0.4 0.242853 0.0618726 0.0628669 
560 0.5 0.155196 0.0393786 0.0400155 
560 0.6 0.108065 0.0274862 0.0279283 
560 0.7 0.0792965 0.0200982 0.020423 
560 0.8 0.0607247 0.0153785 0.0156271 
560 0.9 0.0479692 0.0121524 0.0123486 
560 1 0.0388317 0.00984415 0.0100026 
560 2 0.00974423 0.00247683 0.00251654 
560 3 0.00439202 0.00111235 0.00113028 
560 4 0.0025655 0.000652354 0.000662878 
560 5 0.00177543 0.000452723 0.00046008 
560 6 0.00140516 0.000363307 0.000369251 
560 7 0.00124125 0.000320397 0.000325756 
560 8 0.00118816 0.000308102 0.000313315 
560 9 0.00121646 0.000316201 0.000321658 
560 10 0.00129983 0.000341621 0.000347565 
560 11 0.00142125 0.000376237 0.000382815 
560 12 0.00158337 0.000421051 0.000428456 
560 13 0.00176914 0.000467936 0.000476268 
560 14 0.00198633 0.00053007 0.000539474 
560 15 0.00222297 0.000589702 0.000600275 
560 16 0.00248682 0.000660007 0.000671895 
560 17 0.00277257 0.000738985 0.000752238 
560 18 0.00307712 0.000819487 0.00083425 
560 19 0.00340357 0.000908662 0.000924984 
560 20 0.0037488 0.000999361 0.00101739 
560 25 0.00577138 0.00154053 0.00156835 
560 30 0.00826814 0.00220856 0.00224852 
560 35 0.0112128 0.00300039 0.00305467 
560 40 0.0146333 0.00389537 0.00396612 
560 45 0.0185215 0.00494508 0.00503458 
560 50 0.0228298 0.00610175 0.0062122 
560 55 0.0276415 0.00738388 0.00751762 
560 60 0.0329209 0.00882073 0.00898005 
580 0.1 3.35804 0.879693 0.891228 
580 0.2 0.840798 0.221089 0.223985 
580 0.3 0.373379 0.0977994 0.0990846 
580 0.4 0.210318 0.0553922 0.0561165 
580 0.5 0.134564 0.035633 0.0360963 
580 0.6 0.0933805 0.024515 0.0248365 
580 0.7 0.0686231 0.0180053 0.0182417 
580 0.8 0.0525239 0.0137751 0.0139557 
580 0.9 0.0415173 0.0109031 0.011046 
580 1 0.0335927 0.0088018 0.00891734 
580 2 0.00843018 0.00221547 0.00224443 
580 3 0.00380224 0.00100253 0.00101561 
580 4 0.0022226 0.000584339 0.000592031 
580 5 0.00153762 0.000405629 0.000411017 
580 6 0.00121551 0.000321532 0.000325851 
580 7 0.00106562 0.000284665 0.000288531 
580 8 0.00102521 0.000275678 0.000279504 
580 9 0.00105086 0.000283016 0.000287006 
580 10 0.00112152 0.000305484 0.000309803 
580 11 0.00123295 0.000338468 0.00034328 
580 12 0.00136807 0.000373686 0.000379075 
580 13 0.00153045 0.000419816 0.000425904 
580 14 0.00171483 0.000474778 0.000481606 
580 15 0.00192392 0.00052944 0.000537174 
580 16 0.00214906 0.000594918 0.000603557 
580 17 0.00239892 0.000660098 0.000669805 
580 18 0.00266219 0.000735053 0.000745789 
580 19 0.00294092 0.000814716 0.000826604 
580 20 0.0032391 0.000892001 0.000905123 
580 25 0.00498417 0.00138026 0.0014005 
580 30 0.00713689 0.00197368 0.00200268 
580 35 0.00969488 0.00268294 0.00272234 
580 40 0.0126238 0.00348687 0.00353841 
580 45 0.0160067 0.00443502 0.0045003 
580 50 0.0197417 0.005437 0.00551746 
580 55 0.023899 0.0066226 0.00671996 
580 60 0.0284082 0.00786203 0.00797774 
600 0.1 2.89813 0.787338 0.79861 
600 0.2 0.72461 0.196722 0.199545 
600 0.3 0.322263 0.0874703 0.0887243 
600 0.4 0.181478 0.0493496 0.0500559 
600 0.5 0.116091 0.0313866 0.0318381 
600 0.6 0.0805303 0.0218605 0.0221741 
600 0.7 0.0591491 0.0160567 0.0162871 
600 0.8 0.0453424 0.0123118 0.0124883 
600 0.9 0.0358136 0.00974588 0.00988528 
600 1 0.0289711 0.00786914 0.00798167 
600 2 0.00726786 0.0019717 0.00199992 
600 3 0.00328031 0.000889519 0.00090228 
600 4 0.00191995 0.000524805 0.000532322 
600 5 0.00132674 0.000361222 0.000366465 
600 6 0.00104625 0.000286033 0.000290256 
600 7 0.000920234 0.00025424 0.000257999 
600 8 0.000884323 0.000246017 0.000249729 
600 9 0.000903909 0.000252872 0.000256723 
600 10 0.000967062 0.000272007 0.00027623 
600 11 0.00106102 0.000298031 0.000302718 
600 12 0.00117943 0.000333312 0.000338556 
600 13 0.00131813 0.00037397 0.000379864 
600 14 0.00147712 0.000420006 0.000426642 
600 15 0.0016547 0.000467834 0.000475351 
600 16 0.00184839 0.00052658 0.000534979 
600 17 0.00205809 0.000586059 0.000595432 
600 18 0.00228809 0.000650914 0.000661355 
600 19 0.00252823 0.000718459 0.000730013 
600 20 0.00278535 0.000794397 0.000807158 
600 25 0.00428544 0.0012224 0.00124207 
600 30 0.00614077 0.00175624 0.0017845 
600 35 0.00833587 0.00237937 0.0024177 
600 40 0.0109082 0.00311731 0.00316742 
600 45 0.0137708 0.00395205 0.00401539 
600 50 0.0169838 0.00484258 0.00492077 
600 55 0.0205539 0.00586447 0.00595908 
600 60 0.0244361 0.00697019 0.00708277 
620 0.1 2.52253 0.702833 0.707859 
620 0.2 0.631141 0.176068 0.177328 
620 0.3 0.28071 0.0785327 0.0790936 
620 0.4 0.157999 0.0440682 0.0443832 
620 0.5 0.101095 0.0280187 0.0282203 
620 0.6 0.0701184 0.019521 0.0196609 
620 0.7 0.0515325 0.0143431 0.0144459 
620 0.8 0.039435 0.0109833 0.011062 
620 0.9 0.0311646 0.00866334 0.00872553 
620 1 0.0252237 0.00702764 0.00707788 
620 2 0.00633242 0.00176202 0.00177463 
620 3 0.00285727 0.000798775 0.000804496 
620 4 0.00167019 0.000464841 0.000468192 
620 5 0.0011574 0.000323229 0.000325575 
620 6 0.000912798 0.000257207 0.000259098 
620 7 0.000803345 0.000227992 0.000229692 
620 8 0.000771866 0.000220638 0.000222314 
620 9 0.000787033 0.000225776 0.000227499 
620 10 0.0008423 0.000243481 0.000245372 
620 11 0.000923708 0.000268319 0.000270426 
620 12 0.00102486 0.000298352 0.000300698 
620 13 0.00114648 0.000335599 0.000338256 
620 14 0.0012859 0.000377245 0.000380238 
620 15 0.00144143 0.000419746 0.000423121 
620 16 0.00161143 0.000469669 0.000473451 
620 17 0.00179592 0.000527015 0.000531228 
620 18 0.00199651 0.000585215 0.000589907 
620 19 0.0022073 0.000646174 0.000651368 
620 20 0.00242828 0.000709892 0.000715613 
620 25 0.00373735 0.00109548 0.00110434 
620 30 0.00535325 0.00157153 0.00158424 
620 35 0.00727079 0.00213579 0.00215303 
620 40 0.00949106 0.00278755 0.0028101 
620 45 0.0119764 0.00351105 0.00353953 
620 50 0.0148356 0.00435816 0.0043933 
620 55 0.0179247 0.00527162 0.00531414 
620 60 0.0213144 0.00626562 0.00631618 
640 0.1 2.19918 0.63359 0.637013 
640 0.2 0.550041 0.158369 0.159228 
640 0.3 0.244818 0.0704491 0.0708305 
640 0.4 0.13757 0.0393245 0.0395393 
640 0.5 0.0880137 0.0253645 0.0255018 
640 0.6 0.061155 0.0176438 0.0177394 
640 0.7 0.0449038 0.0129277 0.0129979 
640 0.8 0.0343982 0.00990644 0.00996012 
640 0.9 0.0271731 0.00780936 0.00785176 
640 1 0.0220047 0.00634169 0.00637602 
640 2 0.00552508 0.00159404 0.00160267 
640 3 0.00248944 0.000716024 0.000719916 
640 4 0.00145524 0.000422259 0.000424534 
640 5 0.00100537 0.000290564 0.000292162 
640 6 0.000794129 0.000231329 0.000232608 
640 7 0.000698657 0.000204642 0.000205789 
640 8 0.000670849 0.000197911 0.000199039 
640 9 0.000687097 0.000204002 0.000205186 
640 10 0.000732304 0.000218411 0.000219689 
640 11 0.000803264 0.000240637 0.000242065 
640 12 0.000892195 0.000268169 0.000269767 
640 13 0.000998516 0.000300711 0.000302516 
640 14 0.00111921 0.000336639 0.00033867 
640 15 0.00125572 0.000382484 0.000384778 
640 16 0.00139886 0.000422284 0.000424841 
640 17 0.00155913 0.000470793 0.000473651 
640 18 0.00173395 0.000526857 0.000530034 
640 19 0.00191725 0.000582203 0.000585738 
640 20 0.0021115 0.000636218 0.00064011 
640 25 0.00325227 0.000988045 0.000994062 
640 30 0.00465629 0.00141263 0.00142125 
640 35 0.00632208 0.00191834 0.00193005 
640 40 0.00824779 0.00249982 0.00251511 
640 45 0.0104457 0.00317541 0.00319475 
640 50 0.0128774 0.00388836 0.00391227 
640 55 0.0155535 0.00470831 0.00473717 
640 60 0.0185389 0.00561471 0.0056491 
660 0.1 1.91661 0.573652 0.578205 
660 0.2 0.478908 0.143258 0.1444 
660 0.3 0.212764 0.0636306 0.0641374 
660 0.4 0.119631 0.0358837 0.0361692 
660 0.5 0.076685 0.0229289 0.0231118 
660 0.6 0.0532 0.0159119 0.0160386 
660 0.7 0.0391259 0.0116966 0.0117897 
660 0.8 0.0299167 0.00895225 0.00902352 
660 0.9 0.0236615 0.0070626 0.00711892 
660 1 0.0191695 0.00573814 0.00578371 
660 2 0.00480868 0.00143805 0.00144953 
660 3 0.00216531 0.000646534 0.000651681 
660 4 0.00126458 0.000377843 0.000380862 
660 5 0.000876588 0.000263608 0.000265735 
660 6 0.000690556 0.000208414 0.000210111 
660 7 0.000607538 0.000184391 0.000185915 
660 8 0.000582724 0.000178157 0.000179652 
660 9 0.00059811 0.000184262 0.000185843 
660 10 0.00063611 0.000196858 0.000198555 
660 11 0.00069828 0.000217169 0.000219066 
660 12 0.000775711 0.000241931 0.000244058 
660 13 0.000866869 0.000270798 0.000273184 
660 14 0.000972749 0.000304618 0.000307321 
660 15 0.00108786 0.000337888 0.000340907 
660 16 0.00121735 0.00037905 0.000382442 
660 17 0.00135706 0.000423145 0.00042694 
660 18 0.00150367 0.000473193 0.00047742 
660 19 0.0016638 0.000523156 0.000527842 
660 20 0.00183415 0.000576053 0.000581228 
660 25 0.00282492 0.000886996 0.000894959 
660 30 0.00404656 0.00127265 0.0012841 
660 35 0.005494 0.00173064 0.00174619 
660 40 0.00716364 0.00225197 0.00227224 
660 45 0.00905831 0.00284984 0.00287549 
660 50 0.0112077 0.00352343 0.00355511 
660 55 0.0135267 0.00422963 0.00426796 
660 60 0.0161038 0.00504687 0.00509252 
680 0.1 1.66072 0.505381 0.509063 
680 0.2 0.416473 0.127241 0.128171 
680 0.3 0.184871 0.0566457 0.0570581 
680 0.4 0.103992 0.0315667 0.0317981 
680 0.5 0.0665507 0.0203012 0.0204493 
680 0.6 0.0462465 0.0141292 0.0142322 
680 0.7 0.0339967 0.0103761 0.0104519 
680 0.8 0.0260141 0.00797218 0.00803008 
680 0.9 0.0205713 0.00628875 0.0063346 
680 1 0.0166305 0.00506522 0.0051023 
680 2 0.0041703 0.00127312 0.0012824 
680 3 0.00188296 0.000572555 0.000576764 
680 4 0.00110454 0.000337859 0.000340326 
680 5 0.000760329 0.000233693 0.000235409 
680 6 0.000598727 0.000184277 0.000185644 
680 7 0.000527362 0.000163638 0.000164871 
680 8 0.000505234 0.000157572 0.000158779 
680 9 0.000516465 0.000162189 0.000163449 
680 10 0.000553706 0.000175439 0.000176833 
680 11 0.000604772 0.000191835 0.000193363 
680 12 0.000671677 0.000213896 0.000215611 
680 13 0.000751056 0.000239449 0.000241379 
680 14 0.000841481 0.000268923 0.000271094 
680 15 0.000945335 0.00030276 0.000305227 
680 16 0.00105752 0.000340376 0.000343138 
680 17 0.00117824 0.0003772 0.000380283 
680 18 0.00130715 0.000418799 0.000422231 
680 19 0.00144374 0.000462147 0.000465927 
680 20 0.00158968 0.000512696 0.000516879 
680 25 0.00244969 0.000786567 0.000793028 
680 30 0.0035065 0.00112583 0.0011351 
680 35 0.00476197 0.00153402 0.00154662 
680 40 0.0062107 0.00199861 0.00201504 
680 45 0.00785621 0.00252859 0.00254939 
680 50 0.00969685 0.0031185 0.00314416 
680 55 0.0117305 0.00376672 0.00379782 
680 60 0.0139762 0.00449625 0.00453322 
700 0.1 1.45611 0.462478 0.464656 
700 0.2 0.365057 0.115933 0.116479 
700 0.3 0.16225 0.0518497 0.0520921 
700 0.4 0.0913082 0.0289822 0.029119 
700 0.5 0.0584547 0.018564 0.0186515 
700 0.6 0.0405681 0.0128927 0.0129534 
700 0.7 0.0298068 0.00945008 0.00949468 
700 0.8 0.0228168 0.00722213 0.00725627 
700 0.9 0.0180404 0.00575427 0.00578128 
700 1 0.0146149 0.00467794 0.00469979 
700 2 0.00366442 0.00116683 0.00117231 
700 3 0.00165134 0.00052683 0.000529296 
700 4 0.000965283 0.000307114 0.000308564 
700 5 0.000667932 0.000213197 0.000214213 
700 6 0.000526821 0.000169085 0.0001699 
700 7 0.000462037 0.000149296 0.000150021 
700 8 0.00044482 0.000145422 0.000146144 
700 9 0.000455531 0.000149854 0.000150614 
700 10 0.000484727 0.000159598 0.000160414 
700 11 0.000530619 0.000175338 0.000176244 
700 12 0.000589489 0.000195192 0.000196207 
700 13 0.000659018 0.000218616 0.000219759 
700 14 0.000739206 0.000245612 0.000246899 
700 15 0.000828506 0.000275815 0.000277266 
700 16 0.000926476 0.000308745 0.000310376 
700 17 0.00103119 0.00034439 0.000346203 
700 18 0.0011429 0.000378963 0.000380976 
700 19 0.00126662 0.000423858 0.000426088 
700 20 0.00139612 0.000467016 0.000469482 
700 25 0.00214775 0.000717242 0.000721049 
700 30 0.00307416 0.0010278 0.00103326 
700 35 0.00417344 0.00139515 0.00140259 
700 40 0.00544502 0.00182156 0.00183126 
700 45 0.00688449 0.00230221 0.00231446 
700 50 0.00852358 0.00285595 0.00287125 
700 55 0.0102726 0.00342649 0.0034448 
700 60 0.0122406 0.00408084 0.00410262 
720 0.1 1.25865 0.432198 0.434279 
720 0.2 0.314316 0.107628 0.10815 
720 0.3 0.139808 0.0479732 0.0482046 
720 0.4 0.0785781 0.0269219 0.0270526 
720 0.5 0.0503305 0.0172379 0.0173218 
720 0.6 0.0349373 0.0119739 0.0120318 
720 0.7 0.025666 0.0088034 0.00884596 
720 0.8 0.0196616 0.00673361 0.00676625 
720 0.9 0.0154921 0.00531621 0.00534202 
720 1 0.0125917 0.00432529 0.00434616 
720 2 0.00315122 0.00107832 0.00108354 
720 3 0.00141887 0.000486791 0.000489151 
720 4 0.000830996 0.000285219 0.000286607 
720 5 0.000574724 0.000198455 0.000199426 
720 6 0.000452315 0.000156509 0.000157282 
720 7 0.000397761 0.000138784 0.000139478 
720 8 0.000380336 0.00013336 0.000134035 
720 9 0.000389655 0.000138155 0.000138869 
720 10 0.000415181 0.000147706 0.00014848 
720 11 0.000453933 0.000162064 0.000162917 
720 12 0.000505871 0.000182134 0.000183106 
720 13 0.000565103 0.000203554 0.000204645 
720 14 0.000633692 0.000228863 0.000230093 
720 15 0.000710753 0.000257095 0.000258483 
720 16 0.000792898 0.000286911 0.000288458 
720 17 0.00088274 0.000319466 0.000321191 
720 18 0.000980724 0.000355243 0.000357167 
720 19 0.00108534 0.000392972 0.000395094 
720 20 0.00119224 0.000432155 0.000434496 
720 25 0.0018368 0.00066618 0.00066979 
720 30 0.00263061 0.000954001 0.000959197 
720 35 0.00357354 0.00129754 0.0013046 
720 40 0.00466344 0.00169343 0.00170265 
720 45 0.00589347 0.00213728 0.0021489 
720 50 0.00727858 0.00264376 0.00265818 
720 55 0.00880596 0.00320159 0.00321902 
720 60 0.0104846 0.00381853 0.00383923 
740 0.1 1.11956 0.375268 0.376688 
740 0.2 0.280101 0.0940533 0.0944081 
740 0.3 0.124283 0.0416888 0.0418469 
740 0.4 0.0700602 0.0235573 0.0236463 
740 0.5 0.0448708 0.0150839 0.015141 
740 0.6 0.0311288 0.0104784 0.010518 
740 0.7 0.022853 0.00768838 0.00771744 
740 0.8 0.0175122 0.00586969 0.00589195 
740 0.9 0.0138442 0.00463803 0.00465563 
740 1 0.011201 0.00375572 0.00376995 
740 2 0.0028127 0.000944602 0.000948174 
740 3 0.00126718 0.000427923 0.000429531 
740 4 0.000740342 0.000249344 0.000250288 
740 5 0.000512998 0.000173377 0.000174042 
740 6 0.000403032 0.000136469 0.000136995 
740 7 0.000355535 0.000121575 0.000122055 
740 8 0.000339889 0.000117034 0.000117498 
740 9 0.000346686 0.000119839 0.000120319 
740 10 0.000370506 0.000128696 0.000129222 
740 11 0.000406214 0.000141953 0.000142541 
740 12 0.000449666 0.000157061 0.00015771 
740 13 0.00050439 0.000177224 0.000177967 
740 14 0.000565308 0.000198868 0.000199703 
740 15 0.000631649 0.000221808 0.000222736 
740 16 0.000707711 0.000249433 0.000250484 
740 17 0.00078842 0.000278168 0.000279343 
740 18 0.00087422 0.000308499 0.000309798 
740 19 0.000966373 0.00034115 0.000342588 
740 20 0.00106565 0.000376306 0.0003779 
740 25 0.00164268 0.000580715 0.000583174 
740 30 0.00234834 0.000831217 0.000834743 
740 35 0.00319137 0.00112876 0.00113356 
740 40 0.0041632 0.0014759 0.00148218 
740 45 0.005263 0.00186244 0.00187037 
740 50 0.00649439 0.00229762 0.0023074 
740 55 0.00785788 0.0027794 0.00279123 
740 60 0.00935048 0.00330843 0.00332249 
760 0.1 0.989928 0.342017 0.34521 
760 0.2 0.247336 0.0854279 0.0862286 
760 0.3 0.110267 0.0381285 0.038484 
760 0.4 0.0618764 0.0213324 0.0215328 
760 0.5 0.0395796 0.0136673 0.0137956 
760 0.6 0.0274886 0.00947704 0.00956602 
760 0.7 0.0202077 0.00698239 0.00704789 
760 0.8 0.0154752 0.00535466 0.00540479 
760 0.9 0.0122118 0.0041849 0.00422443 
760 1 0.00990501 0.00342349 0.00345551 
760 2 0.00248222 0.000856795 0.000864818 
760 3 0.00112198 0.000387231 0.000390846 
760 4 0.000653152 0.000225743 0.000227848 
760 5 0.000451527 0.000156443 0.000157913 
760 6 0.000356399 0.000124399 0.000125591 
760 7 0.000313595 0.000109954 0.000111027 
760 8 0.000299406 0.000105665 0.000106698 
760 9 0.00030548 0.000108365 0.000109438 
760 10 0.000327925 0.000117109 0.000118301 
760 11 0.000358274 0.000128531 0.000129842 
760 12 0.000397811 0.000143409 0.000144878 
760 13 0.000443127 0.000159308 0.000160937 
760 14 0.000498586 0.000179741 0.000181608 
760 15 0.000558835 0.000202096 0.000204201 
760 16 0.000623755 0.000225584 0.000227928 
760 17 0.000695079 0.000251473 0.000254094 
760 18 0.000773256 0.000280249 0.000283189 
760 19 0.000854995 0.000310271 0.000313528 
760 20 0.000940627 0.000341237 0.000344812 
760 25 0.00144732 0.000521976 0.000527497 
760 30 0.00207568 0.000752649 0.000760593 
760 35 0.00281149 0.00102165 0.00103242 
760 40 0.00367534 0.00133568 0.00134974 
760 45 0.00464916 0.0016895 0.00170729 
760 50 0.00573545 0.00208455 0.00210656 
760 55 0.00694147 0.00252472 0.00255133 
760 60 0.00825626 0.00299679 0.00302844 
780 0.1 0.867967 0.307321 0.309034 
780 0.2 0.216888 0.076962 0.077392 
780 0.3 0.096598 0.0343181 0.0345092 
780 0.4 0.0542627 0.0192262 0.0193335 
780 0.5 0.0347481 0.0123006 0.0123694 
780 0.6 0.0241365 0.00854824 0.00859602 
780 0.7 0.0177435 0.0062867 0.0063218 
780 0.8 0.0135529 0.00476291 0.00478968 
780 0.9 0.0107217 0.00379096 0.00381224 
780 1 0.00868167 0.00307442 0.00309157 
780 2 0.00217915 0.000773029 0.000777353 
780 3 0.000983892 0.000349911 0.000351854 
780 4 0.000573977 0.000203976 0.000205118 
780 5 0.000396875 0.00014159 0.000142391 
780 6 0.000312056 0.000111504 0.000112135 
780 7 0.000273221 9.77819e-05 9.83406e-05 
780 8 0.000263089 9.52923e-05 9.58511e-05 
780 9 0.000265877 9.63578e-05 9.69165e-05 
780 10 0.000286336 0.000105184 0.000105816 
780 11 0.000313809 0.000115734 0.000116438 
780 12 0.000347188 0.000128115 0.000128892 
780 13 0.000388496 0.00014333 0.000144205 
780 14 0.000436293 0.000161787 0.000162783 
780 15 0.000488317 0.000180902 0.000182019 
780 16 0.000546831 0.000203258 0.000204521 
780 17 0.000608792 0.000226081 0.00022749 
780 18 0.000677243 0.000252145 0.000253724 
780 19 0.000746339 0.000277482 0.000279207 
780 20 0.000823499 0.000306572 0.000308491 
780 25 0.00126875 0.000473094 0.000476057 
780 30 0.0018165 0.000677462 0.000681713 
780 35 0.00246362 0.000918911 0.000924693 
780 40 0.00322037 0.00120085 0.00120843 
780 45 0.00406908 0.00151539 0.00152493 
780 50 0.00502413 0.00187341 0.00188519 
780 55 0.00607653 0.0022651 0.00227938 
780 60 0.00722538 0.00269429 0.00271125 
800 0.1 0.760111 0.281422 0.283189 
800 0.2 0.189646 0.0703594 0.0707984 
800 0.3 0.0845283 0.0313235 0.0315205 
800 0.4 0.0474999 0.0175972 0.0177076 
800 0.5 0.0304522 0.0113107 0.0113817 
800 0.6 0.0211332 0.00783641 0.00788553 
800 0.7 0.0155581 0.00576269 0.00579889 
800 0.8 0.0118906 0.00443225 0.00445987 
800 0.9 0.00939801 0.0034892 0.00351104 
800 1 0.00760945 0.00282172 0.00283943 
800 2 0.00190859 0.000708438 0.00071288 
800 3 0.00085911 0.000318275 0.000320268 
800 4 0.000501974 0.000186066 0.000187233 
800 5 0.000347758 0.000129875 0.000130701 
800 6 0.00027355 0.000102311 0.000102966 
800 7 0.000240847 9.10135e-05 9.16114e-05 
800 8 0.000229412 8.67785e-05 8.7348e-05 
800 9 0.000234595 8.94575e-05 9.00554e-05 
800 10 0.000250885 9.66705e-05 9.73255e-05 
800 11 0.000273427 0.00010544 0.000106152 
800 12 0.000303044 0.000116978 0.000117775 
800 13 0.00034019 0.000131778 0.000132689 
800 14 0.000381366 0.000148344 0.000149369 
800 15 0.000428384 0.00016699 0.000168157 
800 16 0.000476595 0.000185306 0.000186587 
800 17 0.000532704 0.000207604 0.000209056 
800 18 0.000589224 0.000229377 0.000230971 
800 19 0.000653642 0.000255132 0.000256926 
800 20 0.000719253 0.000280556 0.000282521 
800 25 0.00111131 0.000433959 0.000437005 
800 30 0.00158668 0.000622498 0.000626883 
800 35 0.0021536 0.000844691 0.000850614 
800 40 0.00280692 0.00109846 0.00110621 
800 45 0.00355657 0.00138909 0.00139892 
800 50 0.00438668 0.00171442 0.00172652 
800 55 0.00530771 0.00207627 0.00209093 
800 60 0.00631487 0.00247142 0.00248888 
820 0.1 0.673303 0.261105 0.26265 
820 0.2 0.168264 0.0651465 0.0655348 
820 0.3 0.0748126 0.0290087 0.0291806 
820 0.4 0.0420946 0.0163242 0.0164211 
820 0.5 0.0269616 0.0104794 0.0105416 
820 0.6 0.0186917 0.00723537 0.00727846 
820 0.7 0.0137152 0.00531737 0.0053489 
820 0.8 0.0105267 0.00410085 0.00412507 
820 0.9 0.00831474 0.0032246 0.00324373 
820 1 0.00673487 0.00261237 0.00262785 
820 2 0.00168659 0.000656008 0.000659884 
820 3 0.00076149 0.000295672 0.000297426 
820 4 0.000444244 0.000172676 0.000173695 
820 5 0.000306656 0.000119552 0.000120259 
820 6 0.000241597 9.43159e-05 9.48818e-05 
820 7 0.00021237 8.38662e-05 8.43755e-05 
820 8 0.000204118 8.13939e-05 8.19032e-05 
820 9 0.000206909 8.2482e-05 8.29913e-05 
820 10 0.000221643 8.88773e-05 8.94432e-05 
820 11 0.000241959 9.74488e-05 9.80713e-05 
820 12 0.000269868 0.000109465 0.000110173 
