 MH    NLO xsec      Er_scale(+)   Er_scale(-)   Er_PDF(+/-)   Er_alphas(+)   Er_alphas(-) Er PDF+as     Er_TOT(+)     Er_TOT(-)
 200    8.1139E-01    1.3666E-01    1.4293E-01    2.2925E-02    1.2247E-02    1.3411E-02    2.6271E-02    1.6293E-01    1.6920E-01
 220    6.7977E-01    1.1394E-01    1.2208E-01    9.7204E-02    7.6594E-04    2.2242E-02    9.7882E-02    2.1182E-01    2.1996E-01
 240    5.5783E-01    9.4029E-02    1.0456E-01    1.6943E-02    8.0720E-03    1.0664E-02    1.9360E-02    1.1339E-01    1.2392E-01
 260    4.6791E-01    8.3286E-02    8.5771E-02    3.3147E-02    8.2889E-03    9.6074E-03    3.4333E-02    1.1762E-01    1.2010E-01
 280    3.9768E-01    6.5400E-02    7.3524E-02    4.7171E-02    1.5066E-03    1.1900E-02    4.7645E-02    1.1304E-01    1.2117E-01
 300    3.3027E-01    5.6940E-02    6.1018E-02    1.1175E-02    2.3987E-03    6.0931E-03    1.1954E-02    6.8894E-02    7.2972E-02
 320    2.7852E-01    5.1385E-02    5.2733E-02    1.8883E-02    5.6450E-03    2.4038E-02    2.4018E-02    7.5403E-02    7.6751E-02
 340    2.4079E-01    4.4832E-02    4.6028E-02    2.1535E-02    2.5258E-03    1.2573E-02    2.2820E-02    6.7652E-02    6.8848E-02
 360    2.0462E-01    3.6575E-02    3.9887E-02    1.1444E-02    3.5696E-03    4.9991E-03    1.2220E-02    4.8795E-02    5.2107E-02
 380    1.7432E-01    3.0912E-02    3.3496E-02    6.8350E-03    3.4281E-03    4.6618E-03    7.9422E-03    3.8854E-02    4.1439E-02
 400    1.4933E-01    2.4751E-02    2.8742E-02    6.0804E-03    2.6668E-03    3.0567E-03    6.7202E-03    3.1471E-02    3.5462E-02
 420    1.2848E-01    1.8845E-02    2.4830E-02    5.4338E-03    2.2787E-03    3.0051E-03    6.0420E-03    2.4887E-02    3.0872E-02
 440    1.1033E-01    1.6360E-02    2.1196E-02    5.3734E-03    1.8090E-03    1.0413E-03    5.5592E-03    2.1919E-02    2.6755E-02
 460    9.5847E-02    1.4146E-02    1.8751E-02    4.2255E-03    1.7045E-03    2.2104E-03    4.6569E-03    1.8803E-02    2.3407E-02
 480    8.2981E-02    1.2346E-02    1.6418E-02    3.8118E-03    1.4186E-03    1.8307E-03    4.1436E-03    1.6490E-02    2.0562E-02
 500    7.2243E-02    1.1357E-02    1.4058E-02    3.3881E-03    1.4473E-03    1.5625E-03    3.7073E-03    1.5064E-02    1.7765E-02
 520    6.3190E-02    1.1211E-02    1.2637E-02    2.9702E-03    6.8624E-04    1.1397E-03    3.1073E-03    1.4318E-02    1.5745E-02
 540    5.5085E-02    1.0400E-02    1.0755E-02    2.6788E-03    1.0754E-03    1.2256E-03    2.9154E-03    1.3315E-02    1.3671E-02
 560    4.8151E-02    9.3966E-03    9.7843E-03    2.4804E-03    9.8179E-04    1.1820E-03    2.7061E-03    1.2103E-02    1.2490E-02
 580    4.2284E-02    8.4489E-03    8.6142E-03    2.4026E-03    8.3423E-04    1.1906E-03    2.6072E-03    1.1056E-02    1.1221E-02
 600    3.7293E-02    7.2470E-03    7.5530E-03    2.0011E-03    3.7820E-04    9.8948E-04    2.1147E-03    9.3617E-03    9.6677E-03
 620    3.2850E-02    6.4370E-03    6.7815E-03    1.7738E-03    6.4328E-04    8.6399E-04    1.9273E-03    8.3643E-03    8.7088E-03
 640    2.8994E-02    5.8816E-03    6.0318E-03    1.5871E-03    5.6587E-04    7.8762E-04    1.7253E-03    7.6069E-03    7.7571E-03
